#Running with 10 latency at 8000uS sample rate
#sampleCount	Signal	BPM	IBI	jitter
2	512	600	0	-7946	62
4	510	600	0	-16	47
6	508	600	0	-5	42
8	508	600	0	-1	41
10	508	600	0	2	42
12	507	600	0	0	42
14	508	600	0	-2	40
16	508	600	0	1	41
18	509	600	0	0	41
20	510	600	0	-1	40
22	510	600	0	1	41
24	510	600	0	1	43
26	511	600	0	0	43
28	510	600	0	1	43
30	511	600	0	-1	41
32	510	600	0	-1	41
34	511	600	0	-1	40
36	510	600	0	3	42
38	511	600	0	-1	40
40	513	600	0	2	44
42	512	600	0	-1	39
44	512	600	0	-3	40
46	514	600	0	2	41
48	515	600	0	-1	41
50	515	600	0	1	41
52	515	600	0	0	39
54	514	600	0	-1	40
56	515	600	0	1	41
58	515	600	0	2	42
60	515	600	0	0	42
62	515	600	0	1	42
64	515	600	0	-1	42
66	515	600	0	-2	40
68	515	600	0	2	42
70	515	600	0	-1	40
72	515	600	0	2	41
74	515	600	0	-2	40
76	514	600	0	-1	40
78	513	600	0	1	42
80	515	600	0	3	41
82	513	600	0	-2	39
84	511	600	0	0	41
86	512	600	0	-1	39
88	513	600	0	4	42
90	513	600	0	-2	40
92	512	600	0	0	41
94	513	600	0	-1	40
96	513	600	0	2	42
98	512	600	0	-2	40
100	511	600	0	1	41
102	513	600	0	-1	40
104	512	600	0	2	42
106	512	600	0	-1	40
108	515	600	0	-1	40
110	515	600	0	2	41
112	515	600	0	0	41
114	515	600	0	9	54
116	515	600	0	-3	49
118	513	600	0	-5	41
120	515	600	0	1	43
122	515	600	0	-1	43
124	512	600	0	1	41
126	515	600	0	-2	41
128	512	600	0	0	42
130	514	600	0	2	42
132	513	600	0	0	41
134	513	600	0	-2	40
136	512	600	0	3	42
138	513	600	0	1	42
140	513	600	0	-1	42
142	514	600	0	-2	41
144	515	600	0	0	42
146	514	600	0	0	41
148	512	600	0	2	42
150	514	600	0	-1	41
152	515	600	0	1	41
154	515	600	0	-2	40
156	513	600	0	2	41
158	512	600	0	-1	40
160	512	600	0	2	42
162	511	600	0	-1	40
164	511	600	0	0	42
166	512	600	0	-1	41
168	511	600	0	2	40
170	511	600	0	-2	41
172	511	600	0	1	41
174	511	600	0	-1	40
176	511	600	0	1	41
178	511	600	0	-1	39
180	511	600	0	3	41
182	513	600	0	-1	41
184	513	600	0	-1	41
186	513	600	0	0	39
188	514	600	0	1	41
190	513	600	0	-1	41
192	513	600	0	2	40
194	513	600	0	-2	40
196	515	600	0	3	42
198	513	600	0	-2	40
200	514	600	0	1	40
202	515	600	0	-1	39
204	515	600	0	1	41
206	513	600	0	-1	40
208	512	600	0	2	42
210	513	600	0	-2	40
212	513	600	0	1	40
214	513	600	0	0	42
216	513	600	0	0	42
218	511	600	0	-1	40
220	511	600	0	2	42
222	511	600	0	-1	40
224	511	600	0	1	41
226	511	600	0	1	41
228	511	600	0	1	44
230	512	600	0	-1	40
232	512	600	0	-1	40
234	513	600	0	-1	40
236	515	600	0	1	40
238	513	600	0	1	40
240	515	600	0	1	42
242	513	600	0	-2	40
244	512	600	0	0	40
246	515	600	0	1	41
248	514	600	0	0	41
250	515	600	0	1	41
252	512	600	0	-1	40
254	515	600	0	0	42
256	515	600	0	0	41
258	513	600	0	4	43
260	515	600	0	0	43
262	515	600	0	-4	40
264	514	600	0	-1	40
266	513	600	0	2	41
268	513	600	0	-1	40
270	515	600	0	0	41
272	515	600	0	3	41
274	512	600	0	-2	42
276	511	600	0	1	41
278	511	600	0	0	41
280	511	600	0	0	42
282	511	600	0	0	40
284	512	600	0	0	41
286	512	600	0	-1	41
288	512	600	0	0	40
290	511	600	0	2	41
292	513	600	0	1	42
294	513	600	0	-2	40
296	515	600	0	0	41
298	512	600	0	0	40
300	515	600	0	1	42
302	513	600	0	-1	40
304	513	600	0	1	41
306	515	600	0	-1	41
308	515	600	0	1	41
310	512	600	0	2	43
312	513	600	0	-2	40
314	513	600	0	1	41
316	515	600	0	-1	40
318	513	600	0	0	40
320	512	600	0	0	40
322	515	600	0	3	41
324	514	600	0	-2	40
326	513	600	0	1	41
328	511	600	0	-1	41
330	513	600	0	1	41
332	512	600	0	0	40
334	513	600	0	1	41
336	515	600	0	-2	41
338	511	600	0	2	41
340	512	600	0	0	40
342	511	600	0	0	40
344	513	600	0	-1	40
346	515	600	0	0	42
348	512	600	0	1	42
350	511	600	0	-1	40
352	513	600	0	0	40
354	513	600	0	0	41
356	513	600	0	2	41
358	511	600	0	-1	41
360	513	600	0	0	41
362	515	600	0	1	40
364	515	600	0	-1	40
366	515	600	0	2	41
368	515	600	0	-3	40
370	515	600	0	3	41
372	515	600	0	-1	40
374	513	600	0	-1	40
376	514	600	0	1	40
378	513	600	0	0	41
380	512	600	0	1	41
382	514	600	0	-2	39
384	510	600	0	0	39
386	512	600	0	3	42
388	511	600	0	-1	41
390	514	600	0	0	41
392	513	600	0	1	41
394	512	600	0	-2	40
396	511	600	0	1	41
398	511	600	0	-1	40
400	512	600	0	2	41
402	512	600	0	1	41
404	513	600	0	-1	42
406	514	600	0	-1	40
408	514	600	0	1	40
410	512	600	0	-1	40
412	513	600	0	1	40
414	513	600	0	-2	40
416	512	600	0	1	41
418	513	600	0	2	41
420	513	600	0	1	42
422	514	600	0	1	42
424	515	600	0	0	43
426	515	600	0	-3	41
428	513	600	0	-1	40
430	513	600	0	2	41
432	513	600	0	-1	40
434	515	600	0	1	40
436	515	600	0	2	41
438	515	600	0	-3	40
440	513	600	0	1	40
442	514	600	0	1	40
444	513	600	0	-1	42
446	513	600	0	0	40
448	513	600	0	0	39
450	514	600	0	1	41
452	515	600	0	0	39
454	512	600	0	-1	40
456	512	600	0	1	40
458	511	600	0	1	41
460	511	600	0	-1	41
462	512	600	0	2	40
464	512	600	0	-1	64
466	511	600	0	0	41
468	511	600	0	0	40
470	511	600	0	1	41
472	512	600	0	-1	39
474	512	600	0	-1	40
476	513	600	0	1	40
478	511	600	0	1	40
480	513	600	0	0	40
482	513	600	0	2	41
484	515	600	0	-3	41
486	515	600	0	0	42
488	515	600	0	1	40
490	515	600	0	0	41
492	515	600	0	-1	40
494	515	600	0	0	40
496	513	600	0	4	45
498	513	600	0	-2	41
500	512	600	0	-1	41
502	513	600	0	2	41
504	515	600	0	-3	40
506	515	600	0	3	42
508	515	600	0	-1	40
510	515	600	0	0	41
512	515	600	0	0	39
514	515	600	0	0	41
516	515	600	0	0	41
518	515	600	0	1	42
520	513	600	0	-1	40
522	515	600	0	1	41
524	513	600	0	-2	40
526	513	600	0	0	40
528	513	600	0	1	40
530	512	600	0	3	41
532	514	600	0	0	41
534	513	600	0	-3	41
536	515	600	0	1	41
538	512	600	0	0	41
540	513	600	0	2	41
542	515	600	0	-2	40
544	515	600	0	-1	40
546	515	600	0	4	42
548	512	600	0	-2	41
550	513	600	0	2	41
552	515	600	0	-1	39
554	514	600	0	0	41
556	515	600	0	0	41
558	512	600	0	-1	41
560	513	600	0	2	43
562	512	600	0	-2	39
564	511	600	0	1	41
566	511	600	0	-1	40
568	511	600	0	0	40
570	515	600	0	3	42
572	513	600	0	-2	40
574	513	600	0	2	43
576	515	600	0	0	42
578	513	600	0	-2	41
580	515	600	0	1	40
582	514	600	0	1	41
584	513	600	0	-1	42
586	515	600	0	-1	40
588	513	600	0	0	40
590	511	600	0	1	41
592	512	600	0	-1	39
594	511	600	0	3	42
596	513	600	0	0	41
598	512	600	0	-1	40
600	513	600	0	1	41
602	513	600	0	-2	41
604	513	600	0	0	39
606	515	600	0	1	40
608	512	600	0	2	41
610	512	600	0	-2	39
612	512	600	0	0	40
614	513	600	0	1	41
616	512	600	0	1	42
618	511	600	0	-2	39
620	511	600	0	1	40
622	511	600	0	2	41
624	513	600	0	-3	40
626	513	600	0	3	42
628	512	600	0	0	41
630	515	600	0	-1	40
632	515	600	0	1	41
